name,stat text raw,min_avg,max_avg
The Ephemeral Bond,+(20-30) to Intelligence,20,30
The Ephemeral Bond,(25-40)% increased Mana Regeneration Rate,25,40
The Ephemeral Bond,(1-2) to (36-40) Lightning Damage per Power Charge,19,21
The Ephemeral Bond,+(30-40)% to Critical Strike Multiplier if you've gained a Power Charge Recently,30,40
The Epiphany,25% increased Character Size (Hidden),135,135
The Epiphany,Destroyed on Empowering target Enemy,1,1
The Epiphany,Map Item Quantity affects number of rewards from Empowered Enemy,1,1
The Epiphany,Empowered Monsters drop (8-12) Divination Card Rewards,8,12
The Epiphany,Empowered Monsters drop (8-12) Sentinel Rewards,8,12
The Epiphany,Empowered Monsters drop (8-12) Unique Rewards,8,12
The Epiphany,Empowered Monsters drop (8-12) Scarab Rewards,8,12
The Epiphany,Empowered Monsters drop (8-12) Map Rewards,8,12
The Epiphany,Empowered Monsters drop (8-12) Fragment Rewards,8,12
The Epiphany,Empowered Monsters drop (8-12) Currency Rewards,8,12
The Eternal Apple,50% increased Warcry Cooldown Recovery Rate,50,50
The Eternal Apple,+(17-23)% to Chaos Resistance,17,23
The Eternal Apple,You lose all Endurance Charges on reaching maximum Endurance Charges,1,1
The Eternal Apple,+(60-80) to maximum Life,60,80
The Eternal Apple,Cannot Block,1,1
The Eternal Apple,(10-15)% increased Spell Damage,10,15
The Eternal Apple,"Trigger a Socketed Warcry Skill on losing Endurance Charges, with a 0.25 second Cooldown",100,100
The Eternal Struggle,Critical Strikes inflict Malignant Madness if The Eater of Worlds is dominant,100,100
The Eternal Struggle,+(20-50) to Strength,20,50
The Eternal Struggle,Kill Enemies that have 15% or lower Life on Hit if The Searing Exarch is dominant,1,1
The Eternal Struggle,+(20-50) to Dexterity,20,50
The Eternal Struggle,(10-15)% increased Global Defences,10,15
The Eternal Struggle,+(20-50) to Intelligence,20,50
The Eternity Shroud,(100-150)% increased Evasion and Energy Shield,100,150
The Eternity Shroud,Hits ignore Enemy Monster Chaos Resistance if all Equipped Items are Shaper Items,1,1
The Eternity Shroud,+(17-23)% to Chaos Resistance,17,23
The Eternity Shroud,+(70-100) to maximum Life,70,100
The Eternity Shroud,Trigger Level 20 Glimpse of Eternity when Hit,100,100
The Eternity Shroud,Gain (3-5)% of Elemental Damage as Extra Chaos Damage per Shaper Item Equipped,3,5
The False Hope,,,
The Felbog Fang,Your Curses have 25% increased Effect if 50% of Curse Duration expired,25,25
The Felbog Fang,Enemies Cursed by you are Hindered if 25% of Curse Duration expired,30,30
The Felbog Fang,(10-15)% increased Cast Speed,10,15
The Felbog Fang,+(16-24) to Strength and Dexterity,16,24
The Felbog Fang,(10-15)% increased Area of Effect,10,15
The Felbog Fang,Enemies Cursed by you take 35% increased Damage if 75% of Curse Duration expired,35,35
The Felbog Fang,+(30-50) to Intelligence,30,50
The First Crest,This item is destroyed when applied to a Sanctum,1,1
The First Crest,Aureus Coins are converted to Relics upon defeating the Herald of the Scourge,1,1
The First Crest,Aureus Coins are converted to Experience upon defeating the Herald of the Scourge,1,1
The First Crest,Aureus Coins are converted to Tainted Currency upon defeating the Herald of the Scourge,1,1
The Flame of Hope,(14-18)% increased Attack Speed,14,18
The Flame of Hope,Adds (180-230) to (310-360) Fire Damage,245,295
The Flame of Hope,Trigger Level 20 Cinders when Equipped,20,20
The Flame of Hope,"Inflict Fire Exposure on Hit against Enemies with&lt;br&gt;5 Cinderflame, applying -25% to Fire Resistance",-25,-25
The Flame of Hope,(90-110)% increased Fire Damage,90,110
The Flame of Hope,10% increased Movement Speed,10,10
The Flawed Refuge,180% increased Block Recovery,180,180
The Flawed Refuge,40% of Elemental Damage from Hits taken as Physical Damage,40,40
The Flawed Refuge,(100-150)% increased Armour and Evasion,100,150
The Flawed Refuge,You take 100% of Elemental Damage from Blocked Hits,100,100
The Flawed Refuge,+15% Chance to Block,15,15
The Fledgling,Far Shot,1,1
The Fledgling,(30-50)% increased Projectile Damage,30,50
The Fledgling,(150-200)% increased Armour and Evasion,150,200
The Fledgling,Projectiles cannot collide with Enemies in Close Range,1,1
The Fledgling,(30-50)% increased Projectile Speed,30,50
The Flow Untethered,(10-15)% increased Energy Shield Recovery rate&lt;br&gt;(10-15)% increased Life Recovery rate,10,15
The Flow Untethered,(15-20)% increased Cooldown Recovery Rate,15,20
The Flow Untethered,(15-25)% increased Stun and Block Recovery,15,25
The Flow Untethered,(10-15)% increased Attack and Cast Speed,10,15
The Flow Untethered,Grants Summon Harbinger of Time Skill,2,2
The Flow Untethered,Debuffs on you expire (15-20)% faster,15,20
The Formless Flame,(80-120)% increased Armour,80,120
The Formless Flame,Armour is increased by Overcapped Fire Resistance,1,1
The Formless Flame,-30% to Fire Resistance,-30,-30
The Formless Flame,-(200-100) Fire Damage taken from Hits,-200,-100
The Formless Flame,,1,1
The Formless Inferno,,1,1
The Formless Inferno,+(60-100) to maximum Life,60,100
The Formless Inferno,Socketed Gems are Supported by Level 30 Infernal Legion,30,30
The Formless Inferno,Minion Life is increased by their Overcapped Fire Resistance,1,1
The Formless Inferno,-30% to Fire Resistance,-30,-30
The Fourth Vow,Physical Damage taken bypasses Energy Shield,100,100
The Fourth Vow,+(17-29)% to Chaos Resistance,17,29
The Fourth Vow,Armour also applies to Chaos Damage taken from Hits,1,1
The Fourth Vow,(150-250)% increased Armour and Energy Shield,150,250
The Fourth Vow,Regenerate 3% of Life per second,180,180
The Fracturing Spinner,Adds (19-22) to (30-35) Cold Damage to Spells and Attacks,25,29
The Fracturing Spinner,Adds (19-22) to (30-35) Fire Damage to Spells and Attacks,25,29
The Fracturing Spinner,+(15-25)% to Fire and Cold Resistances,15,25
The Fracturing Spinner,Adds (7-9) to (13-16) Physical Damage to Attacks,10,13
The Fracturing Spinner,+(30-50) to Strength and Dexterity,30,50
The Fracturing Spinner,Grants Summon Harbinger of Directions Skill,4,4
The Front Line,Adds Veteran's Awareness,1,1
The Fulcrum,Damage Penetrates (8-10)% Elemental Resistances while you are Chilled,8,10
The Fulcrum,Gain (30-40)% of Physical Damage as Extra Damage of a random Element while you are Ignited,30,40
The Fulcrum,+25% Chance to Block Attack Damage while wielding a Staff,25,25
The Fulcrum,(0-50)% of Physical Damage Converted to Cold Damage,0,50
The Fulcrum,Elemental Damage with Hits is Lucky while you are Shocked,1,1
The Fulcrum,Elemental Ailments you inflict are Reflected to you,1,1
The Fulcrum,(140-180)% increased Physical Damage,140,180
The Fulcrum,(0-50)% of Physical Damage Converted to Lightning Damage,0,50
The Fulcrum,(0-50)% of Physical Damage Converted to Fire Damage,0,50
The Geomantic Gyre,+(150-200) to maximum Mana,150,200
The Geomantic Gyre,+20% Chance to Block Attack Damage while wielding a Staff,20,20
The Geomantic Gyre,Has a Crucible Passive Skill Tree with only Support Passive Skills&lt;br&gt;Crucible Passive Skill Tree is removed if this Modifier is removed,1,1
The Geomantic Gyre,(150-200)% increased Spell Damage,150,200
The Geomantic Gyre,Gain 150 Life per Enemy Killed,150,150
The Geomantic Gyre,Has 1 Socket,1,1
The Geomantic Gyre,(80-120)% increased Spell Critical Strike Chance,80,120
The Ghastly Theatre,Triggers Level 20 Physical Aegis when Equipped,20,20
The Ghastly Theatre,(300-400)% increased Armour and Evasion,300,400
The Ghastly Theatre,180% increased Block Recovery,180,180
The Ghastly Theatre,+2 to Level of Socketed Support Gems,2,2
The Ghastly Theatre,Nearby Enemies are Blinded while Physical Aegis is not depleted,1,1
The Ghastly Theatre,(50-70)% increased Critical Strike Chance while Physical Aegis is depleted,50,70
The Ghastly Theatre,100% chance to Avoid Bleeding,100,100
The Ghastly Theatre,(8-15)% increased Attack and Cast Speed while Physical Aegis is depleted,8,15
The Gilded Chalice,Cannot recover Resolve,1,1
The Gilded Chalice,Duplicates up to 4 random Offer Rewards upon defeating the Herald of the Scourge,4,4
The Gilded Chalice,This item is destroyed when applied to a Sanctum,1,1
The Gilded Chalice,Cannot be used with Forbidden Tomes below level 75,75,75
The Gluttonous Tide,(16-20)% increased Attack Speed,16,20
The Gluttonous Tide,Lose all Frenzy Charges on reaching Maximum Frenzy Charges to make the next Bow Attack you perform fire that many additional Arrows,1,1
The Gluttonous Tide,(120-160)% increased Physical Damage,120,160
The Gluttonous Tide,+(30-50)% Global Critical Strike Multiplier while you have a Frenzy Charge,30,50
The Gluttonous Tide,(20-40)% chance to gain a Frenzy Charge for each Enemy you hit with a Critical Strike,20,40
The Goddess Bound,+(20-40) to Evasion Rating,20,40
The Goddess Bound,Adds 3 to 7 Fire Damage,5,5
The Goddess Bound,Uses both hand slots,1,1
The Goddess Bound,+1 to Level of Socketed Melee Gems,1,1
The Goddess Bound,20% increased Attack Speed,20,20
The Goddess Bound,20% reduced Rarity of Items found,-20,-20
The Goddess Bound,+25% to Global Critical Strike Multiplier,25,25
The Goddess Bound,30% increased Global Critical Strike Chance,30,30
The Goddess Bound,(250-300)% increased Physical Damage,250,300
The Goddess Bound,30% increased Movement Speed when on Low Life,30,30
The Goddess Scorned,+(20-30)% to Global Critical Strike Multiplier,20,30
The Goddess Scorned,You can only deal Damage with this Weapon or Ignite,1,1
The Goddess Scorned,(90-110)% increased Critical Strike Chance,90,110
The Goddess Scorned,+190 to Accuracy Rating,190,190
The Goddess Scorned,Ignites you inflict deal Damage 50% faster,50,50
The Goddess Scorned,+(40-50)% to Fire Resistance,40,50
The Goddess Scorned,Uses both hand slots,1,1
The Goddess Scorned,(250-300)% increased Physical Damage,250,300
The Goddess Scorned,Cannot be Ignited,1,1
The Goddess Scorned,100% of Physical Damage Converted to Fire Damage,100,100
The Goddess Unleashed,Adds (3-6) to (33-66) Physical Damage,18,36
The Goddess Unleashed,33% increased Ignite Duration on Enemies,33,33
The Goddess Unleashed,Level Requirement reduced by 15 (Hidden),-15,-15
The Goddess Unleashed,(44-66)% increased Critical Strike Chance,44,66
The Goddess Unleashed,Uses goddess player audio (Hidden),1,1
The Goddess Unleashed,+475 to Accuracy Rating,475,475
The Goddess Unleashed,Gain (66-99)% of Sword Physical Damage as Extra Fire Damage,66,99
The Goddess Unleashed,Gain Her Blessing for 3 seconds when you Ignite an Enemy,100,100
The Goddess Unleashed,Has 6 Linked Sockets (Hidden),1,1
The Goddess Unleashed,Uses both hand slots,1,1
The Goddess Unleashed,33% chance to Blind nearby Enemies when gaining Her Blessing,33,33
The Goddess Unleashed,20% increased Attack and Movement Speed with Her Blessing,20,20
The Goddess Unleashed,"100% chance to Avoid being Ignited, Chilled or Frozen with Her Blessing",100,100
The Golden Charlatan,+1 to maximum Mana per 2 Intelligence,1,1
The Golden Charlatan,(10-16)% increased Attack Speed,10,16
The Golden Charlatan,+200 Intelligence Requirement,200,200
The Golden Charlatan,(200-300)% increased Physical Damage,200,300
The Golden Charlatan,Critical Strikes with this Weapon do not deal extra Damage,1,1
The Golden Charlatan,(100-200)% increased Critical Strike Chance,100,200
The Golden Charlatan,+50 to Strength and Dexterity,50,50
The Golden Charlatan,Gain a random Shrine Buff for 30 seconds when you Kill a Rare or Unique Enemy,3000,3000
The Green Dream,Passives granting Cold Resistance or all Elemental Resistances in Radius&lt;br&gt;also grant an equal chance to gain a Frenzy Charge on Kill,751,751
The Green Dream,,1,1
The Green Dream,Gain (6-10)% of Cold Damage as Extra Chaos Damage,6,10
The Green Nightmare,Passives granting Cold Resistance or all Elemental Resistances in Radius&lt;br&gt;also grant Chance to Suppress Spell Damage at 70% of its value,70,70
The Green Nightmare,,751,751
The Green Nightmare,Gain (6-10)% of Cold Damage as Extra Chaos Damage,6,10
The Grey Spire,(20-30)% increased Attack Speed,20,30
The Grey Spire,+25% Chance to Block Attack Damage while wielding a Staff,25,25
The Grey Spire,+(1-4)% to all maximum Resistances,1,4
The Grey Spire,Has no Sockets,1,1
The Grey Spire,(250-300)% increased Global Damage,250,300
The Grey Wind,+(-5-5) to Maximum Rage,-5,5
The Grey Wind,Attacks with this Weapon have Added Fire Damage equal to (8-12)% of Player's Maximum Life,8,12
The Grey Wind,(30-50)% increased Fire Damage,30,50
The Grey Wind,Each Rage also grants +2% to Fire Damage Over Time Multiplier,2,2
The Grey Wind,Nearby Enemies have Fire Exposure while at maximum Rage,1,1
The Gryphon,Socketed Gems are supported by Level 2 Chance to Flee,2,2
The Gryphon,Adds (10-15) to (25-30) Physical Damage,18,23
The Gryphon,15% increased Movement Speed if you've Killed Recently,15,15
The Gryphon,+(10-15) to maximum Life,10,15
The Gryphon,Gain (5-7) Life per Enemy Killed,5,7
The Gryphon,(170-190)% increased Physical Damage,170,190
The Gryphon,10% increased Movement Speed,10,10
The Gull,(120-150)% increased Evasion and Energy Shield,120,150
The Gull,+(30-40)% to Cold Resistance,30,40
The Gull,50% increased Duration of Shrine Effects on you,50,50
The Gull,+(30-45) to maximum Energy Shield,30,45
The Gull,Trigger Level 1 Create Lesser Shrine when you Kill an Enemy,100,100
The Gull,75% increased Effect of Shrine Buffs on you,75,75
The Gull,+(60-80) to maximum Life,60,80
The Halcyon,,1,1
The Halcyon,+(35-40)% to Cold Resistance,35,40
The Halcyon,60% increased Damage if you've Frozen an Enemy Recently,60,60
The Halcyon,Freezes you inflict spread to other Enemies within 1.5 metres,15,15
The Halcyon,+(20-30) to Dexterity,20,30
The Halcyon,10% chance to Freeze,10,10
The Halcyon,30% increased Freeze Duration on Enemies,30,30
The Hallowed Monarch,+(25-35)% to all Elemental Resistances,25,35
The Hallowed Monarch,(150-230)% increased Armour,150,230
The Hallowed Monarch,Link Skills can target Damageable Minions,1,1
The Hallowed Monarch,Your Linked Minions take (75-65)% less Damage,-75,-65
The Hallowed Monarch,"On Killing a Rare monster, a random Linked Minion gains its Modifiers for 60 seconds",6000,6000
The Hallowed Monarch,50% increased Light Radius,50,50
The Hand of Phrecia,+(10-15)% to all Elemental Resistances,10,15
The Hand of Phrecia,(20-40)% increased Effect of Non-Curse Auras from your Skills while you have a Linked Target,20,40
The Hand of Phrecia,(50-70)% increased Armour and Energy Shield,50,70
The Hand of Phrecia,Linked Targets always count as in range of Non-Curse Auras from your Skills&lt;br&gt;Non-Curse Auras from your Skills only apply to you and Linked Targets,1,1
The Harvest,3% increased Global Critical Strike Chance per Level,3,3
The Harvest,Gain a Flask Charge when you deal a Critical Strike,1,1
The Harvest,(120-140)% increased Physical Damage,120,140
The Harvest,1.2% of Damage Leeched as Life on Critical Strike,120,120
The Hateful Accuser,+(7-19)% to Chaos Resistance,7,19
The Hateful Accuser,50% reduced Effect of Curses on you&lt;br&gt;50% increased Elemental Ailment Duration on you,-50,-50
The Hateful Accuser,+(30-60) to maximum Life,30,60
The Hateful Accuser,(6-12)% increased Cast Speed,6,12
The Hateful Accuser,Grants level 20 Penance Mark,20,20
The Hidden Blade,Trigger Level 20 Unseen Strike every 0.5 seconds while Phasing,20,20
The Hidden Blade,30% reduced Attack Speed while Phasing,-30,-30
The Hidden Blade,30% increased Global Critical Strike Chance,30,30
The Hidden Blade,(230-260)% increased Physical Damage,230,260
The Hidden Blade,+(20-40) to Dexterity,20,40
The Highwayman,1% of Damage Leeched as Life,100,100
The Highwayman,(6-15)% increased Rarity of Items found,6,15
The Highwayman,(15-25)% increased Rarity of Items found,15,25
The Highwayman,"Steal Power, Frenzy, and Endurance Charges on Hit",100,100
The Highwayman,Total Recovery per second from Life Leech is Doubled,1,1
The Highwayman,(5-10)% increased Movement Speed,5,10
The Hollow-Eyed Skull,Empowers +(40-70) Enemies,40,70
The Hollow-Eyed Skull,"When a Character Kills an Empowered Rare Monster,&lt;br&gt;they gain its Modifiers for 20 seconds",100,100
The Hour of Divinity,Cannot have Boons,1,1
The Hour of Divinity,This item is destroyed when applied to a Sanctum,1,1
The Hour of Divinity,Duplicates up to 2 random Offer Rewards upon defeating the Herald of the Scourge,2,2
The Hungry Loop,Has 1 Socket,1,1
The Hungry Loop,Consumes Socketed Uncorrupted Support Gems when they reach Maximum Level&lt;br&gt;Can Consume 4 Uncorrupted Support Gems&lt;br&gt;Has not Consumed any Gems,4,4
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Rage,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Lightning Penetration,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Vaal Temptation,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Critical Strike Affliction,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Ruthless,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Returning Projectiles,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Physical To Lightning,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Mirage Archer,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Cast While Channelling,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Controlled Blaze,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Ballista Totem,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are supported by Level 20 Cast when Stunned,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Expert Retaliation,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Enhance,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 4 Awakened Empower,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Trinity,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Increased Critical Strikes,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Culling Strike,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Cold Penetration,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Ancestral Call,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Sacrifice,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Vile Toxins,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Fork,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Maim,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Eternal Blessing,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Elemental Army Support,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are supported by Level 20 Multistrike,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Void Manipulation,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Trauma,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Urgent Orders,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Greater Spell Echo,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Nightblade,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Fresh Meat,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Hextoad,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Greater Ancestral Call,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Unbound Ailments,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Magnetism,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Volatility,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Greater Chain,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Infernal Legion,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Swift Affliction,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Unleash,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Added Lightning Damage,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Hextouch,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Meat Shield,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Damage On Full Life,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Cold to Fire,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Vicious Projectiles,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Minefield,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Automation,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Cluster Trap,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Barrage,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 4 Awakened Enlighten,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Arrogance,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are supported by Level 20 Additional Accuracy,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Ice Bite,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Close Combat,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Frigid Bond,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Added Fire Damage,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Brutality,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Harrowing Throng,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Chance To Bleed,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Minion Life,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Hextouch,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Cast On Melee Kill,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Swift Assembly,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Unholy Trinity,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Burning Damage,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Greater Multistrike,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Machinations,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Mark On Hit,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Empower,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Flamewood,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Fist of War,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Cold Penetration,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Hexpass,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are supported by Level 20 Increased Critical Damage,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Elemental Penetration,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Lifetap,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Living Lightning,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Cast While Channelling,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Efficacy,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Hypothermia,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Added Lightning Damage,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Energy Leech,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Slower Projectiles,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Congregation,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Multistrike,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Locus Mine,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Gluttony,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Chain,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Iron Will,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Increased Area Of Effect,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are supported by Level 20 Cast On Critical Strike,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Controlled Destruction,2,2
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Cooldown Recovery,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Inspiration,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Iron Grip,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 3 Cull the Weak,1,1
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 20 Faster Casting,7,7
The Hungry Loop,Has Consumed 1 Gem&lt;br&gt;Socketed Gems are Supported by Level 5 Awakened Arrow Nova,2,2
