league,market_id,volume_traded,lowest_stock,highest_stock,lowest_ratio,highest_ratio
Mirage,chaos|timeless-maraketh-emblem,"{'chaos': 3914, 'timeless-maraketh-emblem': 253}","{'chaos': 2832, 'timeless-maraketh-emblem': 1620}","{'chaos': 4632, 'timeless-maraketh-emblem': 1780}","{'chaos': 10, 'timeless-maraketh-emblem': 1}","{'chaos': 20, 'timeless-maraketh-emblem': 1}"
Mirage,chaos|the-rabbits-foot,"{'chaos': 598, 'the-rabbits-foot': 3}","{'chaos': 5140, 'the-rabbits-foot': 40}","{'chaos': 5538, 'the-rabbits-foot': 40}","{'chaos': 198, 'the-rabbits-foot': 1}","{'chaos': 200, 'the-rabbits-foot': 1}"
Mirage,chaos|the-visionary,"{'chaos': 0, 'the-visionary': 0}","{'chaos': 0, 'the-visionary': 73}","{'chaos': 0, 'the-visionary': 91}","{'chaos': 0, 'the-visionary': 0}","{'chaos': 0, 'the-visionary': 0}"
Mirage,chaos|abyss-scarab-of-edifice,"{'chaos': 105, 'abyss-scarab-of-edifice': 281}","{'chaos': 2007, 'abyss-scarab-of-edifice': 478}","{'chaos': 2060, 'abyss-scarab-of-edifice': 807}","{'chaos': 1, 'abyss-scarab-of-edifice': 3}","{'chaos': 1, 'abyss-scarab-of-edifice': 1}"
Mirage,chaos|screaming-essence-of-contempt,"{'chaos': 1228, 'screaming-essence-of-contempt': 1212}","{'chaos': 6572, 'screaming-essence-of-contempt': 5222}","{'chaos': 6887, 'screaming-essence-of-contempt': 5386}","{'chaos': 1, 'screaming-essence-of-contempt': 3}","{'chaos': 4, 'screaming-essence-of-contempt': 1}"
Mirage,chaos|shrieking-essence-of-rage,"{'chaos': 1305, 'shrieking-essence-of-rage': 435}","{'chaos': 3601, 'shrieking-essence-of-rage': 302}","{'chaos': 3946, 'shrieking-essence-of-rage': 689}","{'chaos': 1, 'shrieking-essence-of-rage': 1}","{'chaos': 4, 'shrieking-essence-of-rage': 1}"
Mirage,chaos|the-eldritch-decay,"{'chaos': 95, 'the-eldritch-decay': 5}","{'chaos': 1234, 'the-eldritch-decay': 1}","{'chaos': 1279, 'the-eldritch-decay': 3}","{'chaos': 15, 'the-eldritch-decay': 1}","{'chaos': 25, 'the-eldritch-decay': 1}"
Mirage,chaos|tainted-orb-of-fusing,"{'chaos': 5849, 'tainted-orb-of-fusing': 1322}","{'chaos': 40774, 'tainted-orb-of-fusing': 8203}","{'chaos': 43050, 'tainted-orb-of-fusing': 8667}","{'chaos': 3, 'tainted-orb-of-fusing': 1}","{'chaos': 11, 'tainted-orb-of-fusing': 2}"
Mirage,chaos|weeping-essence-of-fear,"{'chaos': 0, 'weeping-essence-of-fear': 0}","{'chaos': 14, 'weeping-essence-of-fear': 8}","{'chaos': 14, 'weeping-essence-of-fear': 9}","{'chaos': 0, 'weeping-essence-of-fear': 0}","{'chaos': 0, 'weeping-essence-of-fear': 0}"
Mirage,chaos|screaming-essence-of-woe,"{'chaos': 190, 'screaming-essence-of-woe': 220}","{'chaos': 1509, 'screaming-essence-of-woe': 23416}","{'chaos': 1619, 'screaming-essence-of-woe': 23576}","{'chaos': 1, 'screaming-essence-of-woe': 2}","{'chaos': 1, 'screaming-essence-of-woe': 1}"
Mirage,chaos|unchained,"{'chaos': 628, 'unchained': 307}","{'chaos': 0, 'unchained': 4036}","{'chaos': 200, 'unchained': 4238}","{'chaos': 2, 'unchained': 1}","{'chaos': 4, 'unchained': 1}"
Mirage,chaos|mitts,"{'chaos': 0, 'mitts': 0}","{'chaos': 0, 'mitts': 92}","{'chaos': 0, 'mitts': 93}","{'chaos': 0, 'mitts': 0}","{'chaos': 0, 'mitts': 0}"
Mirage,chaos|aug,"{'chaos': 8642, 'aug': 78348}","{'chaos': 21518, 'aug': 69594}","{'chaos': 26715, 'aug': 75509}","{'chaos': 1, 'aug': 10}","{'chaos': 1, 'aug': 5}"
Mirage,chaos|orb-of-conflict,"{'chaos': 198824, 'orb-of-conflict': 277}","{'chaos': 51274, 'orb-of-conflict': 338}","{'chaos': 71008, 'orb-of-conflict': 390}","{'chaos': 670, 'orb-of-conflict': 1}","{'chaos': 770, 'orb-of-conflict': 1}"
Mirage,chaos|the-endless-darkness,"{'chaos': 1524, 'the-endless-darkness': 4}","{'chaos': 16385, 'the-endless-darkness': 8}","{'chaos': 17909, 'the-endless-darkness': 15}","{'chaos': 381, 'the-endless-darkness': 1}","{'chaos': 381, 'the-endless-darkness': 1}"
Mirage,chaos|the-bear-woman,"{'chaos': 51, 'the-bear-woman': 6}","{'chaos': 0, 'the-bear-woman': 119}","{'chaos': 0, 'the-bear-woman': 137}","{'chaos': 8, 'the-bear-woman': 1}","{'chaos': 9, 'the-bear-woman': 1}"
Mirage,chaos|horned-scarab-of-preservation,"{'chaos': 28368, 'horned-scarab-of-preservation': 92}","{'chaos': 24057, 'horned-scarab-of-preservation': 33}","{'chaos': 33326, 'horned-scarab-of-preservation': 75}","{'chaos': 290, 'horned-scarab-of-preservation': 1}","{'chaos': 333, 'horned-scarab-of-preservation': 1}"
Mirage,chaos|lethean-temptation,"{'chaos': 1640, 'lethean-temptation': 10}","{'chaos': 7938, 'lethean-temptation': 5}","{'chaos': 8378, 'lethean-temptation': 11}","{'chaos': 110, 'lethean-temptation': 1}","{'chaos': 200, 'lethean-temptation': 1}"
Mirage,chaos|the-artist,"{'chaos': 1404, 'the-artist': 52}","{'chaos': 14950, 'the-artist': 62}","{'chaos': 16354, 'the-artist': 121}","{'chaos': 27, 'the-artist': 1}","{'chaos': 27, 'the-artist': 1}"
Mirage,chaos|shrieking-essence-of-wrath,"{'chaos': 194, 'shrieking-essence-of-wrath': 415}","{'chaos': 329, 'shrieking-essence-of-wrath': 115}","{'chaos': 411, 'shrieking-essence-of-wrath': 715}","{'chaos': 1, 'shrieking-essence-of-wrath': 4}","{'chaos': 5, 'shrieking-essence-of-wrath': 2}"
Mirage,chaos|tattoo-of-the-ngamahu-shaman,"{'chaos': 10900, 'tattoo-of-the-ngamahu-shaman': 279}","{'chaos': 59373, 'tattoo-of-the-ngamahu-shaman': 187}","{'chaos': 69005, 'tattoo-of-the-ngamahu-shaman': 212}","{'chaos': 38, 'tattoo-of-the-ngamahu-shaman': 1}","{'chaos': 40, 'tattoo-of-the-ngamahu-shaman': 1}"
Mirage,chaos|anarchy-scarab,"{'chaos': 721, 'anarchy-scarab': 1971}","{'chaos': 0, 'anarchy-scarab': 6443}","{'chaos': 735, 'anarchy-scarab': 9189}","{'chaos': 1, 'anarchy-scarab': 20}","{'chaos': 10, 'anarchy-scarab': 19}"
Mirage,chaos|the-eye-of-the-dragon,"{'chaos': 171, 'the-eye-of-the-dragon': 19}","{'chaos': 7722, 'the-eye-of-the-dragon': 245}","{'chaos': 7893, 'the-eye-of-the-dragon': 281}","{'chaos': 9, 'the-eye-of-the-dragon': 1}","{'chaos': 9, 'the-eye-of-the-dragon': 1}"
Mirage,chaos|runegraft-of-the-agile,"{'chaos': 548, 'runegraft-of-the-agile': 45}","{'chaos': 6688, 'runegraft-of-the-agile': 67}","{'chaos': 7062, 'runegraft-of-the-agile': 79}","{'chaos': 11, 'runegraft-of-the-agile': 1}","{'chaos': 18, 'runegraft-of-the-agile': 1}"
Mirage,chaos|the-greatest-intentions,"{'chaos': 0, 'the-greatest-intentions': 0}","{'chaos': 6815, 'the-greatest-intentions': 11}","{'chaos': 6815, 'the-greatest-intentions': 26}","{'chaos': 0, 'the-greatest-intentions': 0}","{'chaos': 0, 'the-greatest-intentions': 0}"
Mirage,chaos|runegraft-of-the-witchmark,"{'chaos': 160, 'runegraft-of-the-witchmark': 16}","{'chaos': 1271, 'runegraft-of-the-witchmark': 47}","{'chaos': 1421, 'runegraft-of-the-witchmark': 58}","{'chaos': 10, 'runegraft-of-the-witchmark': 1}","{'chaos': 10, 'runegraft-of-the-witchmark': 1}"
Mirage,chaos|jack-in-the-box,"{'chaos': 512, 'jack-in-the-box': 1012}","{'chaos': 0, 'jack-in-the-box': 1790}","{'chaos': 0, 'jack-in-the-box': 4459}","{'chaos': 1, 'jack-in-the-box': 2}","{'chaos': 1, 'jack-in-the-box': 1}"
Mirage,chaos|awakeners-orb,"{'chaos': 118323, 'awakeners-orb': 97}","{'chaos': 20253, 'awakeners-orb': 64}","{'chaos': 53875, 'awakeners-orb': 85}","{'chaos': 1114, 'awakeners-orb': 1}","{'chaos': 1397, 'awakeners-orb': 1}"
Mirage,chaos|lightless-astrolabe,"{'chaos': 29037, 'lightless-astrolabe': 265}","{'chaos': 35853, 'lightless-astrolabe': 70}","{'chaos': 53580, 'lightless-astrolabe': 106}","{'chaos': 94, 'lightless-astrolabe': 1}","{'chaos': 125, 'lightless-astrolabe': 1}"
Mirage,chaos|blacksmiths-delirium-orb,"{'chaos': 85849, 'blacksmiths-delirium-orb': 3368}","{'chaos': 117205, 'blacksmiths-delirium-orb': 429}","{'chaos': 192799, 'blacksmiths-delirium-orb': 1334}","{'chaos': 20, 'blacksmiths-delirium-orb': 1}","{'chaos': 27, 'blacksmiths-delirium-orb': 1}"
Mirage,chaos|fundamental-fossil,"{'chaos': 10312, 'fundamental-fossil': 707}","{'chaos': 20641, 'fundamental-fossil': 270}","{'chaos': 22795, 'fundamental-fossil': 544}","{'chaos': 10, 'fundamental-fossil': 1}","{'chaos': 20, 'fundamental-fossil': 1}"
Mirage,chaos|tattoo-of-the-ramako-sniper,"{'chaos': 5109, 'tattoo-of-the-ramako-sniper': 228}","{'chaos': 48398, 'tattoo-of-the-ramako-sniper': 2067}","{'chaos': 50658, 'tattoo-of-the-ramako-sniper': 2112}","{'chaos': 20, 'tattoo-of-the-ramako-sniper': 1}","{'chaos': 30, 'tattoo-of-the-ramako-sniper': 1}"
Mirage,chaos|tattoo-of-the-hinekora-storyteller,"{'chaos': 1476, 'tattoo-of-the-hinekora-storyteller': 148}","{'chaos': 4508, 'tattoo-of-the-hinekora-storyteller': 718}","{'chaos': 5281, 'tattoo-of-the-hinekora-storyteller': 770}","{'chaos': 4, 'tattoo-of-the-hinekora-storyteller': 1}","{'chaos': 14, 'tattoo-of-the-hinekora-storyteller': 1}"
Mirage,chaos|expedition-scarab-of-archaeology,"{'chaos': 787, 'expedition-scarab-of-archaeology': 700}","{'chaos': 735, 'expedition-scarab-of-archaeology': 274}","{'chaos': 935, 'expedition-scarab-of-archaeology': 1205}","{'chaos': 1, 'expedition-scarab-of-archaeology': 3}","{'chaos': 2, 'expedition-scarab-of-archaeology': 1}"
Mirage,chaos|tattoo-of-the-tukohama-warrior,"{'chaos': 15, 'tattoo-of-the-tukohama-warrior': 28}","{'chaos': 158, 'tattoo-of-the-tukohama-warrior': 4350}","{'chaos': 163, 'tattoo-of-the-tukohama-warrior': 4371}","{'chaos': 1, 'tattoo-of-the-tukohama-warrior': 3}","{'chaos': 1, 'tattoo-of-the-tukohama-warrior': 1}"
Mirage,chaos|omen-of-connections,"{'chaos': 12102, 'omen-of-connections': 28}","{'chaos': 3899, 'omen-of-connections': 36}","{'chaos': 5849, 'omen-of-connections': 43}","{'chaos': 323, 'omen-of-connections': 1}","{'chaos': 500, 'omen-of-connections': 1}"
Mirage,chaos|ritual-scarab-of-corpses,"{'chaos': 262, 'ritual-scarab-of-corpses': 562}","{'chaos': 439, 'ritual-scarab-of-corpses': 2482}","{'chaos': 648, 'ritual-scarab-of-corpses': 3161}","{'chaos': 5, 'ritual-scarab-of-corpses': 17}","{'chaos': 1, 'ritual-scarab-of-corpses': 1}"
Mirage,chaos|omen-of-blanching,"{'chaos': 84126, 'omen-of-blanching': 466}","{'chaos': 108732, 'omen-of-blanching': 455}","{'chaos': 166021, 'omen-of-blanching': 523}","{'chaos': 175, 'omen-of-blanching': 1}","{'chaos': 189, 'omen-of-blanching': 1}"
Mirage,chaos|orb-of-binding,"{'chaos': 107, 'orb-of-binding': 1776}","{'chaos': 92, 'orb-of-binding': 9468}","{'chaos': 104, 'orb-of-binding': 13707}","{'chaos': 1, 'orb-of-binding': 100}","{'chaos': 2, 'orb-of-binding': 15}"
Mirage,chaos|the-fletcher,"{'chaos': 0, 'the-fletcher': 0}","{'chaos': 0, 'the-fletcher': 75}","{'chaos': 0, 'the-fletcher': 296}","{'chaos': 0, 'the-fletcher': 0}","{'chaos': 0, 'the-fletcher': 0}"
Mirage,chaos|tattoo-of-the-arohongui-warmonger,"{'chaos': 5722, 'tattoo-of-the-arohongui-warmonger': 102}","{'chaos': 14679, 'tattoo-of-the-arohongui-warmonger': 155}","{'chaos': 20279, 'tattoo-of-the-arohongui-warmonger': 178}","{'chaos': 55, 'tattoo-of-the-arohongui-warmonger': 1}","{'chaos': 60, 'tattoo-of-the-arohongui-warmonger': 1}"
Mirage,chaos|fertile-catalyst,"{'chaos': 23426, 'fertile-catalyst': 1537}","{'chaos': 31904, 'fertile-catalyst': 403}","{'chaos': 34467, 'fertile-catalyst': 1186}","{'chaos': 9, 'fertile-catalyst': 1}","{'chaos': 20, 'fertile-catalyst': 1}"
Mirage,chaos|scrap,"{'chaos': 613, 'scrap': 21138}","{'chaos': 2, 'scrap': 161505}","{'chaos': 113, 'scrap': 167902}","{'chaos': 1, 'scrap': 3000}","{'chaos': 1, 'scrap': 22}"
Mirage,chaos|glimmer-of-hope,"{'chaos': 77, 'glimmer-of-hope': 100}","{'chaos': 0, 'glimmer-of-hope': 2492}","{'chaos': 0, 'glimmer-of-hope': 2497}","{'chaos': 1, 'glimmer-of-hope': 2}","{'chaos': 1, 'glimmer-of-hope': 1}"
Mirage,chaos|divine-justice,"{'chaos': 0, 'divine-justice': 0}","{'chaos': 4659, 'divine-justice': 8}","{'chaos': 12679, 'divine-justice': 13}","{'chaos': 0, 'divine-justice': 0}","{'chaos': 0, 'divine-justice': 0}"
Mirage,chaos|turbulent-catalyst,"{'chaos': 598, 'turbulent-catalyst': 2889}","{'chaos': 731, 'turbulent-catalyst': 6985}","{'chaos': 1145, 'turbulent-catalyst': 8125}","{'chaos': 1, 'turbulent-catalyst': 9}","{'chaos': 1, 'turbulent-catalyst': 3}"
Mirage,chaos|tattoo-of-the-rongokurai-turtle,"{'chaos': 9766, 'tattoo-of-the-rongokurai-turtle': 130}","{'chaos': 6624, 'tattoo-of-the-rongokurai-turtle': 89}","{'chaos': 15025, 'tattoo-of-the-rongokurai-turtle': 114}","{'chaos': 50, 'tattoo-of-the-rongokurai-turtle': 1}","{'chaos': 111, 'tattoo-of-the-rongokurai-turtle': 1}"
Mirage,chaos|muttering-essence-of-anger,"{'chaos': 0, 'muttering-essence-of-anger': 0}","{'chaos': 0, 'muttering-essence-of-anger': 16}","{'chaos': 0, 'muttering-essence-of-anger': 262}","{'chaos': 0, 'muttering-essence-of-anger': 0}","{'chaos': 0, 'muttering-essence-of-anger': 0}"
Mirage,chaos|the-tireless-extractor,"{'chaos': 5254, 'the-tireless-extractor': 2107}","{'chaos': 18882, 'the-tireless-extractor': 19773}","{'chaos': 20607, 'the-tireless-extractor': 20638}","{'chaos': 1, 'the-tireless-extractor': 1}","{'chaos': 4, 'the-tireless-extractor': 1}"
Mirage,chaos|the-soul,"{'chaos': 120, 'the-soul': 5}","{'chaos': 9837, 'the-soul': 73}","{'chaos': 9906, 'the-soul': 88}","{'chaos': 23, 'the-soul': 1}","{'chaos': 28, 'the-soul': 1}"
Mirage,chaos|incursion-scarab-of-champions,"{'chaos': 457, 'incursion-scarab-of-champions': 753}","{'chaos': 474, 'incursion-scarab-of-champions': 1235}","{'chaos': 529, 'incursion-scarab-of-champions': 1702}","{'chaos': 1, 'incursion-scarab-of-champions': 4}","{'chaos': 1, 'incursion-scarab-of-champions': 1}"
Mirage,chaos|prismatic-fossil,"{'chaos': 4442, 'prismatic-fossil': 482}","{'chaos': 0, 'prismatic-fossil': 1371}","{'chaos': 301, 'prismatic-fossil': 1661}","{'chaos': 3, 'prismatic-fossil': 1}","{'chaos': 12, 'prismatic-fossil': 1}"
Mirage,chaos|gilded-fossil,"{'chaos': 956, 'gilded-fossil': 80}","{'chaos': 9463, 'gilded-fossil': 137}","{'chaos': 10076, 'gilded-fossil': 150}","{'chaos': 11, 'gilded-fossil': 1}","{'chaos': 15, 'gilded-fossil': 1}"
Mirage,chaos|screaming-essence-of-spite,"{'chaos': 550, 'screaming-essence-of-spite': 550}","{'chaos': 0, 'screaming-essence-of-spite': 34073}","{'chaos': 0, 'screaming-essence-of-spite': 34616}","{'chaos': 1, 'screaming-essence-of-spite': 1}","{'chaos': 1, 'screaming-essence-of-spite': 1}"
Mirage,chaos|the-long-watch,"{'chaos': 3, 'the-long-watch': 1}","{'chaos': 1870, 'the-long-watch': 0}","{'chaos': 1870, 'the-long-watch': 0}","{'chaos': 3, 'the-long-watch': 1}","{'chaos': 3, 'the-long-watch': 1}"
Mirage,chaos|the-rusted-bard,"{'chaos': 39, 'the-rusted-bard': 8}","{'chaos': 0, 'the-rusted-bard': 44}","{'chaos': 0, 'the-rusted-bard': 56}","{'chaos': 29, 'the-rusted-bard': 6}","{'chaos': 5, 'the-rusted-bard': 1}"
Mirage,breach-scarab-of-lordship|divine,"{'breach-scarab-of-lordship': 2958, 'divine': 43}","{'breach-scarab-of-lordship': 24626, 'divine': 564}","{'breach-scarab-of-lordship': 26808, 'divine': 567}","{'breach-scarab-of-lordship': 66, 'divine': 1}","{'breach-scarab-of-lordship': 80, 'divine': 1}"
Mirage,auspicious-ambitions|divine,"{'auspicious-ambitions': 0, 'divine': 0}","{'auspicious-ambitions': 17, 'divine': 20}","{'auspicious-ambitions': 17, 'divine': 20}","{'auspicious-ambitions': 0, 'divine': 0}","{'auspicious-ambitions': 0, 'divine': 0}"
Mirage,blind-venture|divine,"{'blind-venture': 0, 'divine': 0}","{'blind-venture': 40, 'divine': 0}","{'blind-venture': 40, 'divine': 0}","{'blind-venture': 0, 'divine': 0}","{'blind-venture': 0, 'divine': 0}"
Mirage,sandswept-lifeforce|divine,"{'sandswept-lifeforce': 1954, 'divine': 64}","{'sandswept-lifeforce': 24699, 'divine': 0}","{'sandswept-lifeforce': 26972, 'divine': 4}","{'sandswept-lifeforce': 29, 'divine': 1}","{'sandswept-lifeforce': 45, 'divine': 1}"
Mirage,sulphite-scarab|divine,"{'sulphite-scarab': 0, 'divine': 0}","{'sulphite-scarab': 1522, 'divine': 0}","{'sulphite-scarab': 2047, 'divine': 0}","{'sulphite-scarab': 0, 'divine': 0}","{'sulphite-scarab': 0, 'divine': 0}"
Mirage,an-audience-with-the-king|divine,"{'an-audience-with-the-king': 52, 'divine': 8}","{'an-audience-with-the-king': 1463, 'divine': 102}","{'an-audience-with-the-king': 1553, 'divine': 108}","{'an-audience-with-the-king': 6, 'divine': 1}","{'an-audience-with-the-king': 7, 'divine': 1}"
Mirage,decaying-fragment|divine,"{'decaying-fragment': 1001, 'divine': 468}","{'decaying-fragment': 5187, 'divine': 399}","{'decaying-fragment': 5754, 'divine': 538}","{'decaying-fragment': 1, 'divine': 1}","{'decaying-fragment': 3, 'divine': 1}"
Mirage,decaying-fragment|exalted,"{'decaying-fragment': 0, 'exalted': 0}","{'decaying-fragment': 0, 'exalted': 0}","{'decaying-fragment': 0, 'exalted': 14}","{'decaying-fragment': 0, 'exalted': 0}","{'decaying-fragment': 0, 'exalted': 0}"
Mirage,black-oil|divine,"{'black-oil': 49, 'divine': 1}","{'black-oil': 1813, 'divine': 2}","{'black-oil': 1813, 'divine': 2}","{'black-oil': 49, 'divine': 1}","{'black-oil': 49, 'divine': 1}"
Mirage,mirror|divine,"{'mirror': 125, 'divine': 148174}","{'mirror': 70, 'divine': 59627}","{'mirror': 90, 'divine': 82013}","{'mirror': 1, 'divine': 1195}","{'mirror': 1, 'divine': 1178}"
Mirage,mirror|the-metalsmiths-gift,"{'mirror': 0, 'the-metalsmiths-gift': 0}","{'mirror': 0, 'the-metalsmiths-gift': 0}","{'mirror': 0, 'the-metalsmiths-gift': 3}","{'mirror': 0, 'the-metalsmiths-gift': 0}","{'mirror': 0, 'the-metalsmiths-gift': 0}"
Mirage,mirror|alt,"{'mirror': 0, 'alt': 0}","{'mirror': 0, 'alt': 30113}","{'mirror': 0, 'alt': 30113}","{'mirror': 0, 'alt': 0}","{'mirror': 0, 'alt': 0}"
Mirage,mirror|hinekoras-lock,"{'mirror': 0, 'hinekoras-lock': 0}","{'mirror': 82, 'hinekoras-lock': 238}","{'mirror': 82, 'hinekoras-lock': 247}","{'mirror': 0, 'hinekoras-lock': 0}","{'mirror': 0, 'hinekoras-lock': 0}"
Mirage,mirror|house-of-mirrors,"{'mirror': 1, 'house-of-mirrors': 8}","{'mirror': 42, 'house-of-mirrors': 496}","{'mirror': 51, 'house-of-mirrors': 528}","{'mirror': 1, 'house-of-mirrors': 8}","{'mirror': 1, 'house-of-mirrors': 8}"
Mirage,mirror|damnation,"{'mirror': 25, 'damnation': 105}","{'mirror': 81, 'damnation': 1086}","{'mirror': 103, 'damnation': 1144}","{'mirror': 4, 'damnation': 17}","{'mirror': 7, 'damnation': 29}"
Mirage,breach-scarab-of-snares|divine,"{'breach-scarab-of-snares': 88, 'divine': 2}","{'breach-scarab-of-snares': 1968, 'divine': 0}","{'breach-scarab-of-snares': 2012, 'divine': 0}","{'breach-scarab-of-snares': 44, 'divine': 1}","{'breach-scarab-of-snares': 44, 'divine': 1}"
Mirage,exceptional-eldritch-ichor|divine,"{'exceptional-eldritch-ichor': 704, 'divine': 421}","{'exceptional-eldritch-ichor': 662, 'divine': 1118}","{'exceptional-eldritch-ichor': 1238, 'divine': 1168}","{'exceptional-eldritch-ichor': 3, 'divine': 2}","{'exceptional-eldritch-ichor': 2, 'divine': 1}"
Mirage,glyphic-fossil|divine,"{'glyphic-fossil': 54, 'divine': 9}","{'glyphic-fossil': 677, 'divine': 49}","{'glyphic-fossil': 706, 'divine': 58}","{'glyphic-fossil': 5, 'divine': 1}","{'glyphic-fossil': 9, 'divine': 1}"
Mirage,vivid-lifeforce|divine,"{'vivid-lifeforce': 33206425, 'divine': 9770}","{'vivid-lifeforce': 72095992, 'divine': 524}","{'vivid-lifeforce': 77663718, 'divine': 1785}","{'vivid-lifeforce': 3070, 'divine': 1}","{'vivid-lifeforce': 3588, 'divine': 1}"
Mirage,vivid-lifeforce|wild-lifeforce,"{'vivid-lifeforce': 2000, 'wild-lifeforce': 6160}","{'vivid-lifeforce': 31717, 'wild-lifeforce': 427282}","{'vivid-lifeforce': 34717, 'wild-lifeforce': 427282}","{'vivid-lifeforce': 25, 'wild-lifeforce': 77}","{'vivid-lifeforce': 25, 'wild-lifeforce': 77}"
Mirage,the-eye-of-terror|divine,"{'the-eye-of-terror': 19, 'divine': 290}","{'the-eye-of-terror': 132, 'divine': 1744}","{'the-eye-of-terror': 140, 'divine': 1843}","{'the-eye-of-terror': 1, 'divine': 17}","{'the-eye-of-terror': 1, 'divine': 14}"
Mirage,the-silly-boy|divine,"{'the-silly-boy': 0, 'divine': 0}","{'the-silly-boy': 492, 'divine': 0}","{'the-silly-boy': 544, 'divine': 0}","{'the-silly-boy': 0, 'divine': 0}","{'the-silly-boy': 0, 'divine': 0}"
Mirage,horned-scarab-of-bloodlines|divine,"{'horned-scarab-of-bloodlines': 1402, 'divine': 2678}","{'horned-scarab-of-bloodlines': 8166, 'divine': 10318}","{'horned-scarab-of-bloodlines': 8714, 'divine': 11653}","{'horned-scarab-of-bloodlines': 1, 'divine': 2}","{'horned-scarab-of-bloodlines': 1, 'divine': 1}"
Mirage,scour|divine,"{'scour': 59704, 'divine': 117}","{'scour': 266738, 'divine': 17}","{'scour': 294751, 'divine': 47}","{'scour': 490, 'divine': 1}","{'scour': 595, 'divine': 1}"
Mirage,scour|chance,"{'scour': 109, 'chance': 2180}","{'scour': 0, 'chance': 13039}","{'scour': 0, 'chance': 13039}","{'scour': 1, 'chance': 20}","{'scour': 1, 'chance': 20}"
Mirage,divine|cartography-scarab-of-risk,"{'divine': 1405, 'cartography-scarab-of-risk': 2120}","{'divine': 585, 'cartography-scarab-of-risk': 5555}","{'divine': 613, 'cartography-scarab-of-risk': 7473}","{'divine': 1, 'cartography-scarab-of-risk': 2}","{'divine': 1, 'cartography-scarab-of-risk': 1}"
Mirage,divine|lucent-fossil,"{'divine': 3, 'lucent-fossil': 90}","{'divine': 0, 'lucent-fossil': 520}","{'divine': 10, 'lucent-fossil': 577}","{'divine': 1, 'lucent-fossil': 30}","{'divine': 1, 'lucent-fossil': 30}"
Mirage,divine|the-sword-kings-salute,"{'divine': 0, 'the-sword-kings-salute': 0}","{'divine': 0, 'the-sword-kings-salute': 45}","{'divine': 0, 'the-sword-kings-salute': 45}","{'divine': 0, 'the-sword-kings-salute': 0}","{'divine': 0, 'the-sword-kings-salute': 0}"
Mirage,divine|lesser-eldritch-ichor,"{'divine': 0, 'lesser-eldritch-ichor': 0}","{'divine': 0, 'lesser-eldritch-ichor': 19631}","{'divine': 0, 'lesser-eldritch-ichor': 22635}","{'divine': 0, 'lesser-eldritch-ichor': 0}","{'divine': 0, 'lesser-eldritch-ichor': 0}"
Mirage,divine|fragment-of-shape,"{'divine': 4, 'fragment-of-shape': 6}","{'divine': 25, 'fragment-of-shape': 16}","{'divine': 25, 'fragment-of-shape': 19}","{'divine': 2, 'fragment-of-shape': 3}","{'divine': 2, 'fragment-of-shape': 3}"
Mirage,divine|intrinsic-catalyst,"{'divine': 1, 'intrinsic-catalyst': 154}","{'divine': 0, 'intrinsic-catalyst': 5241}","{'divine': 0, 'intrinsic-catalyst': 6141}","{'divine': 1, 'intrinsic-catalyst': 154}","{'divine': 1, 'intrinsic-catalyst': 154}"
Mirage,divine|the-fiend,"{'divine': 34, 'the-fiend': 39}","{'divine': 22, 'the-fiend': 105}","{'divine': 26, 'the-fiend': 125}","{'divine': 1, 'the-fiend': 2}","{'divine': 1, 'the-fiend': 1}"
Mirage,divine|the-fortunate,"{'divine': 0, 'the-fortunate': 0}","{'divine': 162, 'the-fortunate': 64}","{'divine': 182, 'the-fortunate': 84}","{'divine': 0, 'the-fortunate': 0}","{'divine': 0, 'the-fortunate': 0}"
Mirage,divine|darker-half,"{'divine': 0, 'darker-half': 0}","{'divine': 9, 'darker-half': 122}","{'divine': 9, 'darker-half': 130}","{'divine': 0, 'darker-half': 0}","{'divine': 0, 'darker-half': 0}"
Mirage,divine|when-currents-blaze,"{'divine': 0, 'when-currents-blaze': 0}","{'divine': 0, 'when-currents-blaze': 99}","{'divine': 0, 'when-currents-blaze': 101}","{'divine': 0, 'when-currents-blaze': 0}","{'divine': 0, 'when-currents-blaze': 0}"
Mirage,divine|essence-of-horror,"{'divine': 169, 'essence-of-horror': 1277}","{'divine': 59, 'essence-of-horror': 12337}","{'divine': 77, 'essence-of-horror': 17010}","{'divine': 1, 'essence-of-horror': 8}","{'divine': 1, 'essence-of-horror': 7}"
Mirage,divine|harvest-scarab,"{'divine': 2, 'harvest-scarab': 254}","{'divine': 0, 'harvest-scarab': 247}","{'divine': 0, 'harvest-scarab': 374}","{'divine': 1, 'harvest-scarab': 127}","{'divine': 1, 'harvest-scarab': 127}"
Mirage,divine|silver-oil,"{'divine': 22, 'silver-oil': 36}","{'divine': 361, 'silver-oil': 997}","{'divine': 364, 'silver-oil': 1184}","{'divine': 2, 'silver-oil': 5}","{'divine': 1, 'silver-oil': 1}"
Mirage,divine|the-insane-cat,"{'divine': 326, 'the-insane-cat': 56}","{'divine': 86, 'the-insane-cat': 435}","{'divine': 212, 'the-insane-cat': 514}","{'divine': 5, 'the-insane-cat': 1}","{'divine': 7, 'the-insane-cat': 1}"
