name,stat text raw,min_avg,max_avg
The Baron,Minions have (10-20)% increased maximum Life,10,20
The Battle Within,"(1-5)% increased Rarity of Items found per Mana Burn, up to a maximum of 100%",1,5
The Beast Fur Shawl,(120-160)% increased Energy Shield,120,160
The Beast Fur Shawl,(50-100)% increased Energy Shield Recovery rate,50,100
The Black Cane,Minions deal (40-60)% increased Damage,40,60
The Black Cane,(40-60)% increased Mana Regeneration Rate,40,60
The Black Cane,(8-15)% increased Cast Speed,8,15
The Black Cane,+(20-30) to Intelligence,20,30
The Blood Dance,(20-30)% chance to gain a Frenzy Charge on Kill,20,30
The Blood Dance,+(30-40) to Dexterity,30,40
The Blood Dance,(20-30)% increased Damage per Frenzy Charge with Hits against Enemies on Low Life,20,30
The Blood Reaper,(180-200)% increased Physical Damage,180,200
The Blood Thorn,(5-10)% increased Attack Speed,5,10
The Blood Thorn,Reflects (22-44) Physical Damage to Attackers on Block,22,44
The Blue Dream,Gain (6-10)% of Lightning Damage as Extra Chaos Damage,6,10
The Blue Nightmare,Gain (6-10)% of Lightning Damage as Extra Chaos Damage,6,10
The Brass Dome,(350-400)% increased Armour,350,400
The Brass Dome,+(1-5)% to all maximum Elemental Resistances,1,5
The Brine Crown,+(80-100) to maximum Life,80,100
The Brine Crown,(240-300)% increased Armour and Energy Shield,240,300
The Bringer of Rain,(200-300)% increased Armour and Evasion,200,300
The Bringer of Rain,+(200-300) to maximum Life,200,300
The Broken Crown,+(10-15) to all Attributes,10,15
The Broken Crown,+(43-61)% to Chaos Resistance,43,61
The Broken Crown,+(50-70) to maximum Energy Shield,50,70
The Broken Crown,(60-100)% increased Armour and Energy Shield,60,100
The Broken Elegy,"When a nearby Minion dies, gain Rotten Bulwark equal to (7-9)% of its maximum Life",7,9
The Broken Elegy,Minions deal (113-157)% increased Damage,113,157
The Broken Elegy,(17-31)% increased Minion Duration,17,31
The Broken Elegy,Minions gain (59-83)% of Physical Damage as Extra Chaos Damage,59,83
The Burden of Shadows,(20-30)% increased Cast Speed,20,30
The Burden of Shadows,Spells deal added Chaos Damage equal to (15-20)% of your maximum Life,15,20
The Burden of Truth,Gain (5-10)% of Maximum Life as Extra Maximum Energy Shield,5,10
The Burden of Truth,+(60-80) to maximum Energy Shield,60,80
The Burden of Truth,(30-40)% increased Life Recovery from Flasks,30,40
The Caged Mammoth,(80-120)% increased Armour,80,120
The Caged Mammoth,(8-16)% increased Attack Speed,8,16
The Caged Mammoth,Lose (1-3) Rage per second,60,180
The Caged Mammoth,Adds (6-10) to (16-22) Physical Damage to Attacks,11,16
The Celestial Brace,(80-120)% increased Armour,80,120
The Celestial Brace,+(1-10) to maximum Fortification,1,10
The Coming Calamity,(80-100)% increased Energy Shield,80,100
The Consuming Dark,(40-60)% increased Fire Damage,40,60
The Consuming Dark,+(20-40) to Intelligence,20,40
The Covenant,(210-250)% increased Energy Shield,210,250
The Covenant,+(20-30) to Intelligence,20,30
The Coward's Trial,Area contains additional waves of Bone Rhoas,0,1
The Coward's Trial,Area contains additional waves of Ghosts,0,1
The Coward's Trial,Area contains additional waves of Ravager Maws,0,1
The Coward's Trial,Area contains additional waves of Raging Spirits,0,1
The Coward's Trial,Area contains additional waves of Zombies,0,1
The Coward's Trial,Area contains additional waves of Oriathan Zombies,0,1
The Coward's Trial,Area contains additional waves of Phantasms,0,1
The Crimson Storm,of the Veil (suffix),2,15001
The Crimson Storm,(25-35)% increased Critical Strike Chance,25,35
The Crimson Storm,Adds (100-120) to (150-165) Physical Damage against Bleeding Enemies,125,143
The Crimson Storm,Enemies you inflict Bleeding on grant (60-100)% increased Flask Charges,60,100
The Crimson Storm,(60-80)% increased Physical Damage,60,80
The Dancing Dervish,(130-160)% increased Physical Damage,130,160
The Dancing Dervish,(25-30)% increased Attack Speed,25,30
The Dark Monarch,+(27-37)% to Chaos Resistance,27,37
The Dark Monarch,+(50-100) to maximum Energy Shield,50,100
The Dark Monarch,Maximum number of Holy Armaments is Doubled&lt;br&gt;Cannot have Minions other than Holy Armaments,1,16
The Dark Seer,+(1-2) Maximum Energy Shield per Level,1,2
The Dark Seer,+(1-2) Maximum Life per Level,1,2
The Dark Seer,+(1-2) Maximum Mana per Level,1,2
The Deep One's Hide,(90-130)% increased Armour and Evasion,90,130
The Deep One's Hide,+(30-50)% to Fire Resistance,30,50
The Desecrated Chalice,(120-160)% increased Physical Damage,120,160
The Desecrated Chalice,(0.4-0.5)% of Chaos Damage Leeched as Life,40,50
The Desecrated Chalice,(20-30)% increased Critical Strike Chance,20,30
The Desecrated Chalice,Gain (40-75)% of Physical Damage as Extra Chaos Damage if you've&lt;br&gt;used an Amethyst Flask Recently,40,75
The Devourer of Minds,(80-120)% increased Armour and Evasion,80,120
The Devourer of Minds,+(30-50) to Intelligence,30,50
The Devouring Diadem,(180-220)% increased Energy Shield,180,220
The Devouring Diadem,Catarina's Veiled (prefix),3,15002
The Druggery,(15-25)% increased Flask Charges gained,15,25
The Druggery,+(20-30) to all Attributes,20,30
The Druggery,(10-20)% increased Flask Effect Duration,10,20
The Druggery,(10-20)% increased Flask Charges used,10,20
The Druggery,(15-25)% increased Stun and Block Recovery,15,25
The Embalmer,(20-25)% increased Poison Duration,20,25
The Embalmer,+(17-29)% to Chaos Resistance,17,29
The Embalmer,+(50-70) to maximum Life,50,70
The Embalmer,Adds (13-17) to (23-29) Chaos Damage,18,23
The Enmity Divine,Adds (225-265) to (315-385) Physical Damage,270,325
The Enmity Divine,+(60-80)% to Damage over Time Multiplier for Bleeding from Critical Strikes,60,80
The Enmity Divine,(30-40)% increased Critical Strike Chance,30,40
The Ephemeral Bond,+(15-25)% to all Elemental Resistances,15,25
The Ephemeral Bond,+(20-30) to Intelligence,20,30
The Ephemeral Bond,(25-40)% increased Mana Regeneration Rate,25,40
The Ephemeral Bond,(1-2) to (36-40) Lightning Damage per Power Charge,19,21
The Ephemeral Bond,+(30-40)% to Critical Strike Multiplier if you've gained a Power Charge Recently,30,40
The Eternal Apple,+(17-23)% to Chaos Resistance,17,23
The Eternal Apple,+(60-80) to maximum Life,60,80
The Eternal Apple,(10-15)% increased Spell Damage,10,15
The Eternal Struggle,+(20-50) to Strength,20,50
The Eternal Struggle,+(20-50) to Dexterity,20,50
The Eternal Struggle,(10-15)% increased Global Defences,10,15
The Eternal Struggle,+(20-50) to Intelligence,20,50
The Eternity Shroud,(100-150)% increased Evasion and Energy Shield,100,150
The Eternity Shroud,+(17-23)% to Chaos Resistance,17,23
The Eternity Shroud,+(70-100) to maximum Life,70,100
The Eternity Shroud,Gain (3-5)% of Elemental Damage as Extra Chaos Damage per Shaper Item Equipped,3,5
The Felbog Fang,(10-15)% increased Cast Speed,10,15
The Felbog Fang,+(16-24) to Strength and Dexterity,16,24
The Felbog Fang,(10-15)% increased Area of Effect,10,15
The Felbog Fang,+(30-50) to Intelligence,30,50
The Flame of Hope,(14-18)% increased Attack Speed,14,18
The Flame of Hope,Adds (180-230) to (310-360) Fire Damage,245,295
The Flame of Hope,(90-110)% increased Fire Damage,90,110
The Flawed Refuge,(100-150)% increased Armour and Evasion,100,150
The Fledgling,(30-50)% increased Projectile Damage,30,50
The Fledgling,(150-200)% increased Armour and Evasion,150,200
The Fledgling,(30-50)% increased Projectile Speed,30,50
The Flow Untethered,(10-15)% increased Energy Shield Recovery rate&lt;br&gt;(10-15)% increased Life Recovery rate,10,15
The Flow Untethered,(15-20)% increased Cooldown Recovery Rate,15,20
The Flow Untethered,(15-25)% increased Stun and Block Recovery,15,25
The Flow Untethered,(10-15)% increased Attack and Cast Speed,10,15
The Flow Untethered,Debuffs on you expire (15-20)% faster,15,20
The Formless Flame,(80-120)% increased Armour,80,120
The Formless Flame,-(200-100) Fire Damage taken from Hits,-200,-100
The Formless Inferno,+(60-100) to maximum Life,60,100
The Fourth Vow,+(17-29)% to Chaos Resistance,17,29
The Fourth Vow,(150-250)% increased Armour and Energy Shield,150,250
The Fracturing Spinner,Adds (19-22) to (30-35) Cold Damage to Spells and Attacks,25,29
The Fracturing Spinner,Adds (19-22) to (30-35) Fire Damage to Spells and Attacks,25,29
The Fracturing Spinner,+(15-25)% to Fire and Cold Resistances,15,25
The Fracturing Spinner,Adds (7-9) to (13-16) Physical Damage to Attacks,10,13
The Fracturing Spinner,+(30-50) to Strength and Dexterity,30,50
The Fulcrum,Damage Penetrates (8-10)% Elemental Resistances while you are Chilled,8,10
The Fulcrum,Gain (30-40)% of Physical Damage as Extra Damage of a random Element while you are Ignited,30,40
The Fulcrum,(0-50)% of Physical Damage Converted to Cold Damage,0,50
The Fulcrum,(140-180)% increased Physical Damage,140,180
The Fulcrum,(0-50)% of Physical Damage Converted to Lightning Damage,0,50
The Fulcrum,(0-50)% of Physical Damage Converted to Fire Damage,0,50
The Ghastly Theatre,(300-400)% increased Armour and Evasion,300,400
The Ghastly Theatre,(50-70)% increased Critical Strike Chance while Physical Aegis is depleted,50,70
The Ghastly Theatre,(8-15)% increased Attack and Cast Speed while Physical Aegis is depleted,8,15
The Gluttonous Tide,(16-20)% increased Attack Speed,16,20
The Gluttonous Tide,(120-160)% increased Physical Damage,120,160
The Gluttonous Tide,+(30-50)% Global Critical Strike Multiplier while you have a Frenzy Charge,30,50
The Gluttonous Tide,(20-40)% chance to gain a Frenzy Charge for each Enemy you hit with a Critical Strike,20,40
The Goddess Bound,+(20-40) to Evasion Rating,20,40
The Goddess Bound,(250-300)% increased Physical Damage,250,300
The Goddess Scorned,+(20-30)% to Global Critical Strike Multiplier,20,30
The Goddess Scorned,(90-110)% increased Critical Strike Chance,90,110
The Goddess Scorned,+(40-50)% to Fire Resistance,40,50
The Goddess Scorned,(250-300)% increased Physical Damage,250,300
The Golden Charlatan,(10-16)% increased Attack Speed,10,16
The Golden Charlatan,(200-300)% increased Physical Damage,200,300
The Golden Charlatan,(100-200)% increased Critical Strike Chance,100,200
The Green Dream,Gain (6-10)% of Cold Damage as Extra Chaos Damage,6,10
The Green Nightmare,Gain (6-10)% of Cold Damage as Extra Chaos Damage,6,10
The Grey Spire,(20-30)% increased Attack Speed,20,30
The Grey Spire,+(1-4)% to all maximum Resistances,1,4
The Grey Spire,(250-300)% increased Global Damage,250,300
The Grey Wind,+(-5-5) to Maximum Rage,-5,5
The Grey Wind,Attacks with this Weapon have Added Fire Damage equal to (8-12)% of Player's Maximum Life,8,12
The Grey Wind,(30-50)% increased Fire Damage,30,50
The Gull,(120-150)% increased Evasion and Energy Shield,120,150
The Gull,+(30-40)% to Cold Resistance,30,40
The Gull,+(30-45) to maximum Energy Shield,30,45
The Gull,+(60-80) to maximum Life,60,80
The Halcyon,+(35-40)% to Cold Resistance,35,40
The Halcyon,+(20-30) to Dexterity,20,30
The Hallowed Monarch,+(25-35)% to all Elemental Resistances,25,35
The Hallowed Monarch,(150-230)% increased Armour,150,230
The Hallowed Monarch,Your Linked Minions take (75-65)% less Damage,-75,-65
The Hand of Phrecia,+(10-15)% to all Elemental Resistances,10,15
The Hand of Phrecia,(20-40)% increased Effect of Non-Curse Auras from your Skills while you have a Linked Target,20,40
The Hand of Phrecia,(50-70)% increased Armour and Energy Shield,50,70
The Harvest,(120-140)% increased Physical Damage,120,140
The Hateful Accuser,+(7-19)% to Chaos Resistance,7,19
The Hateful Accuser,+(30-60) to maximum Life,30,60
The Hateful Accuser,(6-12)% increased Cast Speed,6,12
The Hidden Blade,(230-260)% increased Physical Damage,230,260
The Hidden Blade,+(20-40) to Dexterity,20,40
The Highwayman,(6-15)% increased Rarity of Items found,6,15
The Highwayman,(15-25)% increased Rarity of Items found,15,25
The Highwayman,(5-10)% increased Movement Speed,5,10
The Ignomon,+(100-150) to Evasion Rating,100,150
The Ignomon,Adds (18-24) to (32-40) Fire Damage to Attacks,25,32
The Ignomon,(12-20)% increased Rarity of Items found,12,20
The Ignomon,+(100-150) to Accuracy Rating,100,150
The Immortal Will,+(10-15)% to all Elemental Resistances,10,15
The Immortal Will,Channelling Skills deal (50-70)% increased Damage,50,70
The Immortal Will,(30-50) Mana gained when you Block,30,50
The Immortal Will,+(60-80) to maximum Life,60,80
The Iron Fortress,(80-100)% increased Armour,80,100
The Iron Fortress,+(60-120) to Strength,60,120
The Iron Mass,(14-18)% increased Attack Speed,14,18
The Iron Mass,(175-200)% increased Physical Damage,175,200
The Ivory Tower,+(80-100) to maximum Mana,80,100
The Ivory Tower,+(40-70) to Intelligence,40,70
The Jinxed Juju,+(23-31)% to Chaos Resistance,23,31
The Jinxed Juju,(10-15)% increased effect of Non-Curse Auras from your Skills,10,15
The Jinxed Juju,+(16-24) to Strength and Dexterity,16,24
The Jinxed Juju,+(30-40) to Intelligence,30,40
The Living Blade,(25-35)% increased Attack Speed,25,35
The Living Blade,(100-140)% increased Physical Damage,100,140
The Magnate,+(20-25)% to all Elemental Resistances,20,25
The Magnate,+(40-50) to Strength,40,50
The Magnate,(20-30)% increased Stun Duration on Enemies,20,30
The Monastery Bell,Adds (5-9) to (13-18) Physical Damage,9,14
The Monastery Bell,(6-10)% increased Attack Speed,6,10
The Monastery Bell,(50-75)% increased Physical Damage,50,75
The Oppressor,(200-250)% increased Armour and Evasion,200,250
The Oppressor,+(26-32)% chance to Suppress Spell Damage,26,32
The Oppressor,+(9-13)% Chance to Block,9,13
The Overflowing Chalice,(40-60)% increased Charge Recovery,40,60
The Overflowing Chalice,(50-100)% increased Charges gained by Other Flasks during Effect,50,100
The Pandemonius,(20-30)% increased Cold Damage,20,30
The Pandemonius,+(35-40)% to Cold Resistance,35,40
The Pandemonius,+(20-30) to Dexterity,20,30
The Pariah,(5-10)% increased Attack and Cast Speed,5,10
The Perfect Form,(150-200)% increased Evasion Rating,150,200
The Poet's Pen,(8-12)% increased Attack Speed,8,12
The Poised Prism,+(15-25)% to Cold Resistance,15,25
The Poised Prism,+(15-25)% to Fire Resistance,15,25
The Poised Prism,+(15-25)% to Lightning Resistance,15,25
The Poised Prism,(20-30)% increased Elemental Damage with Attack Skills,20,30
The Primordial Chain,Golems Deal (35-25)% less Damage,-35,-25
The Primordial Chain,Golems have (80-100)% increased Movement Speed,80,100
The Primordial Chain,Golems have (35-25)% less Life,-35,-25
The Primordial Chain,Regenerate (2-4) Life per second,120,240
The Princess,(20-50)% increased Physical Damage,20,50
The Princess,Adds (3-4) to (5-8) Physical Damage,4,6
The Princess,Gain (25-30)% of Physical Damage as Extra Cold Damage,25,30
The Queen's Hunger,(100-130)% increased Energy Shield,100,130
The Queen's Hunger,Catarina's Veiled (prefix),3,15002
The Queen's Hunger,of the Veil (suffix),2,15001
The Queen's Hunger,(6-10)% increased maximum Life,6,10
The Queller of Minds,+(30-60) to maximum Mana,30,60
The Queller of Minds,+(7-19)% to Chaos Resistance,7,19
The Queller of Minds,(6-12)% increased Cast Speed,6,12
The Rat Cage,(100-120)% increased Evasion Rating,100,120
The Rat Cage,+(200-300) to maximum Life,200,300
The Red Dream,Gain (6-10)% of Fire Damage as Extra Chaos Damage,6,10
The Red Nightmare,Gain (6-10)% of Fire Damage as Extra Chaos Damage,6,10
The Red Trail,(60-100)% increased Armour,60,100
The Red Trail,+(60-100) to maximum Life,60,100
The Restless Ward,(220-250)% increased Evasion and Energy Shield,220,250
The Restless Ward,+(20-25) to maximum Mana,20,25
The Restless Ward,"(100-200)% increased Endurance, Frenzy and Power Charge Duration",100,200
The Restless Ward,+(60-80) to maximum Life,60,80
The Retch,(12-24)% increased Global Physical Damage,12,24
The Retch,+(60-80) to maximum Life,60,80
The Retch,+(30-40)% to Cold Resistance,30,40
The Rippling Thoughts,Adds 1 to (60-70) Lightning Damage,31,36
The Rippling Thoughts,(140-160)% increased Physical Damage,140,160
The Rippling Thoughts,Adds 1 to (60-70) Lightning Damage to Spells,31,36
The Rippling Thoughts,(75-90)% increased Spell Damage,75,90
The Sacred Chalice,Gain (20-40)% of Physical Damage as Extra Fire Damage if you've&lt;br&gt;used a Ruby Flask Recently,20,40
The Sacred Chalice,Gain (20-40)% of Physical Damage as Extra Lightning Damage if you've&lt;br&gt;used a Topaz Flask Recently,20,40
The Sacred Chalice,Gain (20-40)% of Physical Damage as Extra Cold Damage if you've&lt;br&gt;used a Sapphire Flask Recently,20,40
The Sacred Chalice,(20-30)% increased Critical Strike Chance,20,30
The Sacred Chalice,(120-160)% increased Physical Damage,120,160
The Sands of Time,(10-15)% increased Cooldown Recovery Rate,10,15
The Sands of Time,(60-80)% increased Mana Regeneration Rate,60,80
The Sands of Time,(60-80)% increased Spell Damage,60,80
The Saviour,Adds (16-22) to (40-45) Physical Damage,28,34
The Saviour,(8-12)% increased Critical Strike Chance,8,12
The Saviour,(130-150)% increased Physical Damage,130,150
The Saviour,(8-12)% increased Attack Speed,8,12
The Scales of Justice,+(40-70) to maximum Mana,40,70
The Scales of Justice,(10-15)% increased Spell Damage,10,15
The Scales of Justice,"(3-4) to (7-8) added Fire Damage per 100 of Maximum Life or Maximum Mana, whichever is lower",5,6
The Scales of Justice,+(40-70) to maximum Life,40,70
The Scourge,(10-15)% increased Attack Speed,10,15
The Scourge,Minions have (10-15)% increased Attack Speed,10,15
The Scourge,Adds (35-50) to (100-125) Physical Damage,68,88
The Screaming Eagle,Adds (10-15) to (25-30) Physical Damage,18,23
The Screaming Eagle,+(10-15) to maximum Life,10,15
The Screaming Eagle,Gain (5-7) Life per Enemy Killed,5,7
The Searing Touch,+(40-60)% to Fire Damage over Time Multiplier,40,60
The Searing Touch,(70-90)% increased Fire Damage,70,90
The Selfish Shepherd,+(7-19)% to Chaos Resistance,7,19
The Selfish Shepherd,(6-12)% increased Cast Speed,6,12
The Selfish Shepherd,+(30-60) to maximum Energy Shield,30,60
The Shattered Divinity,Adds (19-22) to (30-35) Cold Damage to Spells and Attacks,25,29
The Shattered Divinity,Adds (19-22) to (30-35) Fire Damage to Spells and Attacks,25,29
The Shattered Divinity,+(15-25)% to Fire and Cold Resistances,15,25
The Shattered Divinity,Adds (7-9) to (13-16) Physical Damage to Attacks,10,13
The Shattered Divinity,+(30-50) to Strength and Dexterity,30,50
The Snowblind Grace,(80-100)% increased Evasion Rating,80,100
The Snowblind Grace,+(40-60) to maximum Life,40,60
The Snowblind Grace,(10-15)% increased Dexterity,10,15
The Sorrow of the Divine,(25-50)% increased Duration,25,50
The Squire,(100-150)% increased Armour and Evasion,100,150
The Squire,+(5-8)% to Quality of Socketed Support Gems,5,8
The Squire,+(3-5)% Chance to Block,3,5
The Stampede,(100-150)% increased Evasion and Energy Shield,100,150
The Stampede,(30-40)% increased Stun and Block Recovery,30,40
The Stampede,(50-80)% increased Cooldown Recovery Rate of Travel Skills,50,80
The Stampede,(30-40)% increased Mana Regeneration Rate while moving,30,40
The Stormheart,Adds (25-35) to (45-60) Cold Damage,35,48
The Stormheart,Adds (1-10) to (70-90) Lightning Damage,36,50
The Stormheart,(20-35)% increased Critical Strike Chance,20,35
The Stormheart,(80-100)% increased Physical Damage,80,100
The Sundered Will,+(7-13) to all Attributes,7,13
The Sundered Will,"Increases and Reductions to Chaos Damage also apply to Effect of&lt;br&gt;Auras from Chaos Skills at (10-15)% of their value, up to a maximum of 150%",10,15
The Sundered Will,Adds (7-11) to (17-23) Chaos Damage,12,17
The Sundered Will,+(13-29)% to Chaos Resistance,13,29
The Sundered Will,(35-20)% reduced Reservation Efficiency of Skills,-35,-20
The Sundered Will,(20-30)% increased Area of Effect of Aura Skills,20,30
The Supreme Truth,(10-20)% increased Attack Speed,10,20
The Supreme Truth,(80-100)% increased Physical Damage,80,100
The Supreme Truth,Attacks with this weapon inflict Hallowing Flame on Hit,20,30
The Surging Thoughts,Adds 1 to (60-70) Lightning Damage,31,36
The Surging Thoughts,(140-160)% increased Physical Damage,140,160
The Surging Thoughts,Adds 1 to (60-70) Lightning Damage to Spells,31,36
The Surging Thoughts,(75-90)% increased Spell Damage,75,90
The Surrender,Recover (250-500) Life when you Block,250,500
The Surrender,+(30-40) to maximum Life,30,40
The Surrender,+(65-80) to maximum Life,65,80
The Surrender,(165-205)% increased Armour,165,205
The Taming,+(8-10)% to all Elemental Resistances,8,10
The Taming,+(20-30)% to all Elemental Resistances,20,30
The Taming,(30-40)% increased Elemental Damage with Hits and Ailments for&lt;br&gt;each type of Elemental Ailment on Enemy,30,40
The Tempest Rising,(5-25)% increased Duration of Ailments on Enemies,5,25
The Tempest Rising,(80-120)% increased Armour,80,120
The Tempest Rising,Damaging Ailments deal damage (5-25)% faster,5,25
The Tempest's Binding,+(10-15)% to all Elemental Resistances,10,15
The Tempest's Binding,+(100-150) to Evasion Rating,100,150
The Tempest's Binding,+(60-80) to maximum Life,60,80
The Tempest's Binding,+(40-60) to maximum Energy Shield,40,60
The Tempest's Liberation,+(10-15)% to all Elemental Resistances,10,15
The Tempest's Liberation,+(100-150) to Evasion Rating,100,150
The Tempest's Liberation,+(60-80) to maximum Life,60,80
The Tempest's Liberation,+(40-60) to maximum Energy Shield,40,60
The Tempestuous Steel,Adds (5-8) to (15-20) Physical Damage,10,14
The Tempestuous Steel,(8-14)% increased Attack Speed,8,14
The Three Dragons,+(26-30)% to all Elemental Resistances,26,30
The Tides of Time,Mana Flasks gain (0-3) Charges every 3 seconds,0,3
The Tides of Time,Utility Flasks gain (0-3) Charges every 3 seconds,0,3
The Tides of Time,Life Flasks gain (0-3) Charges every 3 seconds,0,3
The Tides of Time,+(260-320) to Armour and Evasion Rating,260,320
The Torrent's Reclamation,(10-15)% increased Energy Shield Recovery rate&lt;br&gt;(10-15)% increased Life Recovery rate,10,15
The Torrent's Reclamation,(15-20)% increased Cooldown Recovery Rate,15,20
The Torrent's Reclamation,(15-25)% increased Stun and Block Recovery,15,25
The Torrent's Reclamation,(10-15)% increased Attack and Cast Speed,10,15
The Torrent's Reclamation,Debuffs on you expire (15-20)% faster,15,20
The Trickster's Smile,(60-100)% increased Armour and Evasion,60,100
The Twilight Temple,(75-100)% increased Quantity of Items found in this Area&lt;br&gt;(125-175)% increased Rarity of Items found in this Area&lt;br&gt;(25-50)% increased Pack size,75,108
The Unseen Hue,+(5-30)% to Cold Resistance,5,30
The Unseen Hue,(6-12)% increased Attack and Cast Speed,6,12
The Unseen Hue,(15-25)% increased Elemental Damage,15,25
The Unseen Hue,(10-20)% increased Effect of Non-Damaging Ailments,10,20
The Unseen Hue,+(5-30)% to Lightning Resistance,5,30
The Unseen Hue,+(5-30)% to Fire Resistance,5,30
The Unshattered Will,+(10-15)% to all Elemental Resistances,10,15
The Unshattered Will,Channelling Skills deal (50-70)% increased Damage,50,70
The Unshattered Will,(30-50) Mana gained when you Block,30,50
The Unshattered Will,+(60-80) to maximum Life,60,80
The Untouched Soul,(12-20)% increased Rarity of Items found,12,20
The Vertex,(245-280)% increased Evasion and Energy Shield,245,280
The Vertex,+(24-30)% to Chaos Resistance,24,30
The Vertex,+(30-40) to maximum Energy Shield,30,40
The Vinktar Square,(100-150)% increased Quantity of Items found in this Area&lt;br&gt;(100-150)% increased Rarity of Items found in this Area&lt;br&gt;(30-50)% increased Pack size&lt;br&gt;Monsters are Unaffected by Shock,58,88
The Warden's Brand,Adds (5-15) to (25-50) Physical Damage to Attacks,15,33
The Wasp Nest,(150-170)% increased Physical Damage,150,170
The Wasp Nest,(20-25)% increased Attack Speed,20,25
The Wasp Nest,+(330-350) to Accuracy Rating,330,350
The Wasp Nest,(20-25)% increased Critical Strike Chance,20,25
The Whispering Ice,(14-18)% increased Intelligence,14,18
The Whispering Ice,(8-12)% increased Cast Speed,8,12
The Will of Esh,Adds (1-2) to (43-56) Lightning Damage,22,29
The Will of Esh,+(15-25) to Intelligence,15,25
The Will of Esh,"Increases and Reductions to Lightning Damage also apply to Effect of&lt;br&gt;Auras from Lightning Skills at (10-15)% of their value, up to a maximum of 150%",10,15
The Will of Esh,(35-20)% reduced Reservation Efficiency of Skills,-35,-20
The Will of Esh,(20-30)% increased Area of Effect of Aura Skills,20,30
The Will of Esh,+(20-30)% to Lightning Resistance,20,30
The Will of Tul,+(20-30)% to Cold Resistance,20,30
The Will of Tul,Adds (8-12) to (18-26) Cold Damage,13,19
The Will of Tul,(35-20)% reduced Reservation Efficiency of Skills,-35,-20
The Will of Tul,"Increases and Reductions to Cold Damage also apply to Effect of&lt;br&gt;Auras from Cold Skills at (10-15)% of their value, up to a maximum of 150%",10,15
The Will of Tul,+(15-25) to Dexterity,15,25
The Will of Tul,(20-30)% increased Area of Effect of Aura Skills,20,30
The Will of Uul-Netol,"Increases and Reductions to Physical Damage also apply to Effect of&lt;br&gt;Auras from Physical Skills at (10-15)% of their value, up to a maximum of 150%",10,15
The Will of Uul-Netol,+(15-25) to Strength,15,25
The Will of Uul-Netol,(20-30)% increased Armour,20,30
The Will of Uul-Netol,Adds (8-12) to (14-20) Physical Damage,11,16
The Will of Uul-Netol,(20-30)% increased Area of Effect of Aura Skills,20,30
The Will of Uul-Netol,(35-20)% reduced Reservation Efficiency of Skills,-35,-20
The Will of Xoph,+(15-25) to Strength,15,25
The Will of Xoph,+(20-30)% to Fire Resistance,20,30
The Will of Xoph,(35-20)% reduced Reservation Efficiency of Skills,-35,-20
The Will of Xoph,Adds (10-14) to (26-34) Fire Damage,18,24
The Will of Xoph,"Increases and Reductions to Fire Damage also apply to Effect of&lt;br&gt;Auras from Fire Skills at (10-15)% of their value, up to a maximum of 150%",10,15
The Will of Xoph,(20-30)% increased Area of Effect of Aura Skills,20,30
The Winds of Fate,(700-800)% increased Physical Damage,700,800
The Winds of Fate,+(100-150)% to Global Critical Strike Multiplier,100,150
The Wise Oak,"During Effect, Damage Penetrates (5-8)% Resistance of each Element for which your Uncapped Elemental Resistance is highest",5,8
The Writhing Jar,(20-10)% reduced Charges per use,-20,-10
The Writhing Jar,Instant Recovery&lt;br&gt;(75-65)% reduced Amount Recovered,-37,-32
The Yielding Mortality,Adds (225-265) to (315-385) Physical Damage,270,325
The Yielding Mortality,+(60-80)% to Damage over Time Multiplier for Bleeding from Critical Strikes,60,80
The Yielding Mortality,(30-40)% increased Critical Strike Chance,30,40
Thief's Torment,+(8-10)% to all Elemental Resistances,8,10
Thief's Torment,+(25-40)% to all Elemental Resistances,25,40
Thief's Torment,Gain (40-60) Life per Enemy Hit with Attacks,40,60
Thief's Torment,(20-30)% increased Rarity of Items found,20,30
Thousand Ribbons,Adds (2-4) to (5-9) Cold Damage to Spells and Attacks,4,7
Thousand Ribbons,+(15-30)% to Cold Resistance,15,30
Thousand Ribbons,+(30-60) to Evasion Rating,30,60
Thousand Ribbons,Adds 1 to (4-12) Lightning Damage to Spells and Attacks,3,7
Thousand Ribbons,+(30-60) to maximum Energy Shield,30,60
Thousand Ribbons,Adds (2-4) to (5-9) Fire Damage to Spells and Attacks,4,7
Thousand Ribbons,+(25-50) to maximum Mana,25,50
Thousand Ribbons,+(25-50) to maximum Life,25,50
Thousand Ribbons,+(15-30)% to Fire Resistance,15,30
Thousand Ribbons,+(15-30)% to Lightning Resistance,15,30
Thousand Teeth Temu,(100-120)% increased Evasion Rating,100,120
Thousand Teeth Temu,+(70-90) to maximum Life,70,90
Thread of Hope,-(20-10)% to all Elemental Resistances,-20,-10
Thread of Hope,Only affects Passives in Very Large Ring,1,4
Three-step Assault,(20-40)% increased Evasion Rating,20,40
Three-step Assault,+(50-70) to maximum Life,50,70
Three-step Assault,+(25-35) to Dexterity,25,35
Thunderfist,(150-200)% increased Evasion and Energy Shield,150,200
Thundersight,(240-280)% increased Energy Shield,240,280
Thundersight,(30-40)% increased Elemental Damage,30,40
Thundersight,(25-50)% chance to Sap Enemies&lt;br&gt;Cannot inflict Shock,13,26
Thundersight,+(30-40)% to Lightning Resistance,30,40
Tidebreaker,Adds (70-80) to (340-375) Physical Damage,205,228
Tidebreaker,(20-30)% reduced Enemy Stun Threshold with this Weapon,20,30
